account,nonce,index,credential_creation_date,credential_valid_to_date,credential_count,total_balance,unlocked_balance,locked_balance,baker_id,staked_amount,restake_earnings,pool_status,pool_metadata_url,pool_transaction_commission,pool_finalization_commission,pool_baking_commission,is_suspended,delegation_target,ip_identity_credential_0
4KXppDRt3RF9GVYAfNDynEUQp145VBtxEXAKGnvXvPPSzV1WAd,1,5532,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KXrUwRs41BBu3pBHdCZFRKZca4RLj3qSoe75WggAqmqUbpDuV,1,10471,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KY47yu9VxFW6GdAH6wkwJ381ppeUNazMPH2tznuBiKUdaZYiU,1,27100,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KY8hbrAGdXtNozWyZbCdc4QHSVFGNjhxmFgN2hg6HHCJNykca,1,58861,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KYCbzerNqceC3j9qCqWKrCgdzV8Vo7pY7ddfCUYs6hb1km8RE,1,53966,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KYDqG6gRimVoD1RX3tyjYn9L9nwc1oFQZQgnHpf4dNqhGDhjp,2,56957,2021-12-01,2026-12-01,1,70.972167,70.972167,0.0,,,,,,,,,,,1
4KYEF1VZ5wfD26XrjddtRNxunZ3ynvpG5t41h6SUptDtZCZHL9,2,74112,2022-01-01,2027-01-01,1,0.000117,0.000117,0.0,,,,,,,,,,,1
4KYLNX3HWb5yA1y9tBEzHUrrEB6ezKkaJCum4gW3rJNQoQ9VRQ,1,43598,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KYT3yd9muYgLLext8wgnxCLLLDyKuh8b2tRadJWVbDaeeebJz,1,48981,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KYatUxirzHDCmBJh6K8wVM7qpH5FLog3sQgAe7FbK2wXGn2kh,1,15693,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KYhsLeVoCy1a8UamWWmjq4kv5owxiDUYmpjWzjNWUj27Ew9kL,1,85571,2022-10-01,2027-10-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KYiLpSnwUkbjj4UhvkT2RiqS8V2TpZqypLT2gyF8iYDq55CLL,1,24417,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KYkFxrhXZErHHMjw4vjhMLPaaHEkLyyiwZBFdxVihXqn3sJ9K,1,8261,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KYmv7qLUYZr4kqJXXZK6oe5mUvKLf7SUihqgaA73pahT9CGWc,1,73218,2022-01-01,2027-01-01,1,253.544008,253.544008,0.0,,,,,,,,,,,1
4KYr1TU2R6PuZg7GcpjBGULUkqp3bCqNF7DHFDApMsAdDqEFiJ,1,38650,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KYvY3tcSiuMvQSeMCUPqk6jr9RKpZr9TLm25A5KRpthd9oCdn,2,58976,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KZ1DZwjCYiG1uUTifgASjyGhdrpGRwdLQsmNSJ6tWeD1t4uVK,1,72007,2021-12-01,2026-12-01,1,918.783354,918.783354,0.0,,,,,,,,,,,1
4KZC99Wv2fuJ3qZk2wUMfM7tpfKfkZFJvqEfSvRXZm9BSRrtyv,1,57922,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KZK4RFz18ghemKQSnTKX6AcvNW3p5YNjy78hTUvU5kccynb2g,2,15709,2021-12-01,2026-12-01,1,70.000167,70.000167,0.0,,,,,,,,,,,1
4KZNzzWjRpnTqxFg3Vru2b1b8his38W32A87Ws5rqsJ4qW34GP,1,64784,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KZWeqJHnyeZgaABFsTCeQidwQ22SV3nWfXGqNMJGdwZqnrU8f,1,24033,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KZYhyiT9rui1LMBZ9iW4tuna3VZM5DcffkckFRr26PwRN9SmS,1,7722,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KZcztGd6nVt2jPiTjJXVTysUHruE4pJ1FWdQ7uTVZ2qLEr4NM,1,30305,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KZjaCnkejqmtiRXLzRe4oM1oNg81KUmZ4LtyMJgAyMGHg2tgU,1,15312,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KZo6RocwNowA2RLT8eyjcdww7gwfbiyoqsEaoLFNZD1NaS88c,1,67224,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4KZtCrRE6NkPTpDb6U17qoSnhjj7Q2cVPiyEcig9AmmKhSgd6s,1,64829,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KZtQqZxzNwMUPvqdGT4BdvLzGBgKMoQPa6wanNRz9fQcEPUom,1,75249,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4KZx22tjUof8DEUPwMNu22LXfNDyPmUM1xoB4zj5Q2sFQGMXGg,9,2401,2021-11-01,2026-11-01,1,99088.24529,99088.24529,0.0,,99084.049425,True,,,,,,,passiveDelegation,1
4KZyiSXA6XtGyynJrTZJpnyazzE3ZurZAy8T8CxEkCB63bbPyw,1,40404,2021-12-01,2026-12-01,1,187.000001,187.000001,0.0,,,,,,,,,,,1
4KZzp55URK7tsKF371oYqfw36Cwem4YsuBPvPnJBwQr4sVxQob,1,4738,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Ka18xK7oTLBiFcfqN978R8bXbREvKH8vyuU93KySuXFiwqZWv,1,12249,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Ka1xbkaFpYMPysmwGgXFmMgn9HYHVdZA1GZMjzHGnY112ht8b,2,48699,2021-12-01,2026-12-01,1,70.972167,70.972167,0.0,,,,,,,,,,,1
4KaH3BAffXxSBcJGXV4ak7xkAfoQW2Mb732gzfZaAvyGXDxi6H,3,58315,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KaJognCkhBWeVaBik1VbfPeHpbPi5MC5HjBmfAigYV8yVLp9i,1,74728,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KaNFn8141zPEe9MgiZYtABBhkyLgRR6Ws8TDDJ9wzedgYj8R6,1,37497,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KaNHU6PvtMSsLN7jVzkw6cQ3DQmsyFepUxdv9EiMFmNSR87VR,2,50758,2021-12-01,2026-12-01,1,70.004167,70.004167,0.0,,,,,,,,,,,1
4KaQvMPnaeXdb8LbBBBcdPv5QpQZKFf5UcZc4zZZkayeuWHB9C,1,35460,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KaUMRLvs6FaaTzzQkQvWCxHP2FKewDcpxGY1mPJg25d8AwXCF,1,54066,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Kag4CaiCaXvpNHrPZnAnvrKm5ksgKiuEH82JUb1DYLwPGPCJK,1,47811,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KaqEMVYdYgrdB6CnywAxfbX7R2Ao3nnmTrUko7tkeyGVSfjkH,1,47302,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KatobDrMnySxgxeNMWmxsz55JkLtotaNeVBV3u1KqZL2eoYzL,1,9238,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KatvpfmhBvJEWBAHxJfe9QkV7dUbScHHGJ9KyXuxGvqCrkPHx,1,41029,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KazY8SmkbaQQrbjMshHTSgkBXkTxnxHxFhn14MhAx5aEbjwmt,1,8369,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kb2RQbwYXaHVeB8giHjXmeCG15UQyBLYASXKNNDqnzDF69rSA,1,61465,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Kb2dYJvGDhg4Sft8L5JGbxe8M3emxunULxyLcNK5dbEXd4dGc,1,5680,2021-12-01,2026-12-01,1,141.000001,141.000001,0.0,,,,,,,,,,,1
4KbAHgN9oo9GB1nM2zu8byhmNpJHVBtyu787JnWULvCVTwMUbt,1,17200,2021-12-01,2026-12-01,1,141.000001,141.000001,0.0,,,,,,,,,,,1
4KbEBqLiscwnuML33qWKfWKBdW6Kbf7QM46PZnUxXasAyPhHtA,1,36113,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KbHBmk8Hmz7Lfy7atssjXsUXcbpLGN7rzFDDm7vqh9NfvFKgu,1,62218,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KbJUqPWsKFsARfiBifBEv6bxPdiRt8dHAwpycHjHa4KX4BVqf,3,3113,2021-11-01,2026-11-01,1,70.0,70.0,0.0,,,,,,,,,,,1
4KbS2TNn8HHRL1jey129fWskULujoaFRNXNoMDRCB1iLVoLx3v,1,70432,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4Kbc4EQeX7ghNxzH4yahcNNhh2vBaokXFe7mxrJanEVM8dSmqT,2,30211,2021-12-01,2026-12-01,1,70.012167,70.012167,0.0,,,,,,,,,,,1
4Kbch9AdNQDW9Dan9yGUGTGQbVwN91vqwhNmBMT77ziAXSQSLN,1,31047,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KbqyB3VtYaPbY1qpcVGQNajE5g7UqnLJwnsgt3vCybzuPF2bx,2,71311,2021-12-01,2026-12-01,1,0.361142,0.361142,0.0,,,,,,,,,,,1
4KbumehZQFSZThfzZ5eeQhZ6DTLu3jTJiD5HeG6F628ZBWc6gv,1,38205,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Kc1WgvTNK9m9ozvcQEUn7p6jVVaEo5tfnBVDN9uQASmKFbZgz,1,32538,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kc4XqVaRUuXvgb3M1ZUaGp2aEYv13e351vanPkKdJaY3nbTjS,1,77831,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KcAPSMADRbEQYxBgFgtp2nauHsX2TwHiF79RAx7hysBkvzD4o,1,18866,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KcBFj2Y7LbdXS9oBj1jFHTvKYqNWYRfXQavnRi7SiBzxkvhLn,1,15177,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KcByVjiuhRPLx879aVyTidYHN7kCF11UwuMU3N5hpHGW9THxz,2,32239,2021-12-01,2026-12-01,1,70.007273,70.007273,0.0,,,,,,,,,,,1
4KcJrc6jo3DD24n2MmgPJ3SvLTemzzgVxWYswyirC6mPAkYBbD,1,32354,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KcKdQkqfet12na69FbreGtpR5G5yGtLuWtEiHUAarH19d7cXn,2,32646,2021-12-01,2026-12-01,1,70.000167,70.000167,0.0,,,,,,,,,,,1
4KcMd9VREWcfPGnFwZmFGYnZJ4NSdHcqnaP54ExMQH3CetePA9,4,3321,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KcNeEMNZDuhdVMsuXzqftvEU9h63ETCAZ4wUG8ePwxsLZjU3U,1,61805,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KcQ8EKAHoJqJ4joaL2ByYvNNRcwduviWGgJ4V5gFCxwd1XEmd,1,41979,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KcUCqnexno828NmYc7V9YpbkDMn96EPNKSp7ewFBNnTSGh19U,1,1768,2021-08-01,2026-08-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KcUbSCAbrzCQVpiHKtrPjFXeQ4DaLexTHMKhUs6npXwVQX14y,1,20200,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KcduSzTGKHx41dA6bUFfvF9x5o1ZRbiGq4F7ye7xowM59VaGw,1,43244,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KcjWxxhHHQvtX2pNmEk9dA5aYBJ4Z2ZCWmV9MuSYg1r2JgzEF,1,58031,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KckTdUofZx6evcAPNMoWFpFhAx6f3ZtLqkXPS7kx25Z131cpj,1,43980,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Kcn3padb3HNygvVNXzuRXC8tUgjsVesHbsypri1yhdjRYE56T,1,58405,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KcoVvd2Nc9LocZ1MirFrMT53RF567iGqaCZajnUzGBZ6C4Mcm,3,56654,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4Kd5nim8YebvotnyWigizRcXucieXovYVuMAGwrinDCErxTYZt,1,32553,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KdJ73vrhiG5Qa844Ajo1uEw29fs4ED9Y58KH7LySaPKwu7cWT,2,35744,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KdMN9rSXNephWw8QRQqRkQ67s8HjimVxo76sY2QCPMNCE6Pf5,1,53518,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KdP4B1oMUDrd9gY2nUJH66MHPWnHT4yEP2Q9Vf3nU9SeBW6L7,1,3674,2021-12-01,2026-12-01,1,161.000001,161.000001,0.0,,,,,,,,,,,1
4KdQWe871YkjzrnRin2yiGtrnzuCsJepYEVETrxmbiiEfyJ1zw,1,51997,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KdUvaSKjow86jTDmR1AQ1zDRgexafbTQNz5Gc8gCCSWXgvaeE,1,45862,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
4KdZMUcguQHY3wp3QSGcTwy93KP1g5XUHLiNYij2dsD87pDgyV,1,40104,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KdaejW184NFcQyqjqBUgxAQcgxaUCWcTGPvAa8hMVS2chdo2Y,1,13880,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KdaixxfcJzT3s1dJqhbjUAvmMjfjsTJXcGLE1sBJ7G16MCLP8,1,76898,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4Kdd3YUgTPX99TRcBL8h1jMd39xCLma1hKVASERL8efwcJdW7f,2,27619,2021-12-01,2026-12-01,1,70.002167,70.002167,0.0,,,,,,,,,,,1
4Kdf1ZXPSj5H6Bq6R8P8FQBxe5UEqSHsk6sGFQAdywcxJ44DSe,1,44404,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
4Kdo4ZJmcRRoeAi9Nk3tWCvPz3KxvkybThDAsWUrVgJGLrW3sV,1,26506,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kdpq4DuzkbW6dhFag34dqgMELjPy1JNV2BfrHsCt8msRoMgNi,1,54178,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
4Kdse34bLvFmBi3rfKLwezowG7ck4qU4JQ5T8HVjEeaSf338ya,1,15947,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kdsgb1E4ztuhFeep1QEaUFt2mSukMTXZmdjpyWSWSn33poLbr,1,59084,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Ke1FskPTkCXaz1dAqtJLqV2i49KHtg6Fob8PoQeKw8XdsobmU,1,77384,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4Ke3UT5kkEZqnSJKMABkZcrXp69YcbUAjvr6WeDi9A96G1QJtg,1,4812,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KeBqqyjt5vZ7fjXnLriJEQvpcGTfunGP6nMnteawQ72mPsxPw,1,45595,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KeBwXXLuesj8CULNHVsdQPE4qnrnWjt5rUUeD8qKfLdberKJb,1,73623,2022-01-01,2027-01-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4KeCPXCf4Mm8FySGXuzJCKxMVhk9tD7pbe9yiZq3ksHSf9wPd3,1,22824,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KeJ77MxjigSc9f4cjF8C7XjwdzTtxp8cEEAJVcTmMUfgdbsgQ,2,67405,2021-12-01,2026-12-01,1,50.916827,50.916827,0.0,,,,,,,,,,,1
4KeKhcb58W2ZbZRC2tsP8MSW2acvZa3MZUV9QsYmSyBjV466CK,1,82100,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4KeMagHYBv33m3SUXK5Cy62X9z7oqQxrQ4dakVpHtEGciSguHY,1,32442,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KePvJc1ajQ76bCgTkSxmL8NgPm1gC6skMf9mxnDcz1sWXdwiX,1,64889,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KecBaR61QwQo2BFopLaupi7MSab1ZGiPbFRsCZsfhQiSBucSj,1,31980,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KeiNu5E5gCP9ngXREPfn1myCSVu5RyMoUG71EyQeAfCjPVSLg,1,54295,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KeqLE2S5mN8X7pwzLqNkFXLbt9vozs9XTCH9MXvBER5Y84kE1,1,22462,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KexWf7iZa9XZmD2pvPym4Xf5VGkkXxBahgBPFh1xwUKxZ65mu,1,22176,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KeyPrhZQLpFBMLUeiMWicGC1qoz6UmbZKzCTCifd8sfmfqr6D,1,11348,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kf3BN3Pgxyvr5TwxahQ4QtMCFVgnoyc8jer4iiueGKKcnpr8n,1,6433,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kf4rN2i3fE7fCy1nRmcPHrk2eanbEd1ThJMkpTJpyiAqfHXF9,2,49749,2021-12-01,2026-12-01,1,81.557985,81.557985,0.0,,,,,,,,,,,1
4Kf72oTBCQZkdsqc42xYe25GFktqamwemtuWAWxteHGLr1Ltin,1,1464,2021-07-01,2026-07-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KfGV9FUCnpTdKCfChgy7rhJnznGNABzgErVx2TfWFzULGtoMj,1,43844,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KfR6C5iUnwEVsAU5utMD23HayfYTAdxgyUC5QZ1N2aenVnPgX,1,45503,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KfVpz3X9WSVpGgf6aarVYt2b24s9ygCmrz99z7LpUJJUg6jaL,1,6362,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KfWeYphxSWHPLv1aDkqsAvBBbtGJd6BgpYFHgXT9JYaxEo6BR,1,58258,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KfXfLTrmB1y4cPfF9nmDusTiGqQuHZgdofoNtdhxitisUpgMB,1,11320,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kfe56WW9d9n9Mq5DDGh8FXB6qPzY5wHJq1MQvjBFcFneay6Bn,1,66503,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4KffaYtm4F82aFjGo9PMZFyXgSXxLnFWn4scdXbzmTu1XBPTE8,1,43071,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KfjES5S33RD2vrkzwrz9Zm2wFfiXGJY9W4MLveyfzYwNQaB4o,2,6457,2021-12-01,2026-12-01,1,70.0,70.0,0.0,,,,,,,,,,,1
4Kfm5eBXa6kepcsZtFH1SXHgtzcVLK6Mok34B8PbjFSSUeBeZR,1,68493,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4Kfv1th5JZmxZpQ5RumEgNftsjkGguYZJMKGsVaSxMfx58T6KK,1,52313,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KfwCRt3JaqisfhDiy8hmEQfzNQyV4wxZ2oQwigHowbuuuFutp,1,67706,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4KfwCstw4auTGaoTztDh1otLzEoZJhDp2CYyBFWdjByJXp32GF,1,19858,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kg4cQg2tEWAjEdtFQccmRQb1jgQSZyDXaYzN5m2YQpV2NobrU,1,84944,2022-08-01,2027-08-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4KgDWFX2rfurBNnRzRodGz1kWrLF2nv2bpZereRqkWgzVjsuRF,2,17733,2021-12-01,2026-12-01,1,70.901842,70.901842,0.0,,,,,,,,,,,1
4KgFEMLxqMkv6FdB9V977ipfZWmwNGh6FdATin8udtzgWVWBkX,1,41886,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KgMWhcKUZGXaennWHXa4xxxn2UFJiP62QbgcbEEudwbJJ3n5q,1,12800,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Kgbm8Z1Q1qiLXy96EqnY6EibtCF7ksmQJV1Ce9cUgTTpSSynK,1,63501,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KgfBcJU3wxmzQprAdpPCKxv2kyQvQNcYYP8t5Cn5iPX8Mfrjk,1,82771,2022-03-01,2027-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KgkZnNF5G7b87TcS2b4QiQ9UfZmemY9BcPoGEKAwxuWxs7GWc,1,37456,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KgnbCd1jY66xZRH4BWjDxbXgPxCHU1ymffNZVbTAuPo3TQdS8,1,46566,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KgsDLdFJ8pJe6JQnu7kaP1mdSqKneAj28pFy4szAEv7SeaBXd,1,54616,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
4KgvCeKwCH8M17NqnBioUSBpgD8dUXALyAT1uPLG2kdeA41nTy,1,70314,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4KgvLwhZtWfngtCccoLCRMZ1izgkCF9tBJSVMHRXk1GnddABqf,1,11776,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KgvjU5NJRkfKJs2dkwjKnd6YzGSFf9sxQZbqV9e1N4zp8rFq1,1,55866,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Kgvr649nsZLnQvmh7PyCiqeQFFHScZxLuxqxKC2n6LxXnvy4U,1,69896,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
4Kh5UGjpPvxoG2ThZYZmzGYsAnFX4qs9Q1NWSpCGEfcYcDosup,1,21262,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KhGRLk3B2WuMqNMVwjpw5vqZu1iBNBohbkjL7CaFD2cB8VJia,1,59474,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KhHAPavUsawfC6eqvfB3pSM5GCmgzB8ak7ZWcagxqGtmNtMfL,1,19513,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KhKkBuGMewQ1rcAFw4GhsMiwVEQwGrpV8UBzxReFMTUdcrsgv,1,19626,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KhUrZAhvQ1sydMp6MMVBphqJdHCCHEuBA7VXm3oZFsX3iLn4y,1,35825,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KhbM1chKAYNosdNAqR7ggv8ufEtadPAXFj7PUv3EgtrqH3coW,1,35363,2021-12-01,2026-12-01,1,151.425608,151.425608,0.0,,,,,,,,,,,1
4KhdBKYZNthQEJYn7QyE4y89C4mN5RncA1pf8wBaGzGH7AezK7,1,83877,2022-05-01,2027-05-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4KhhgyUnnkhVL8GL8gPkGUntpNFJHa6PUaWaRwSdE8axxL1yWV,1,68021,2021-12-01,2026-12-01,1,33.970001,33.970001,0.0,,,,,,,,,,,1
4Khk4AMUFoLJRgyV1r3U6UagDpVsK4Nh46y3RLnJj39R4DedDR,1,61562,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
4KhnvQyhQstwUEXQdntJ234DTmBjwYdBgFp2eZokEsUf5okKJF,1,5230,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KhwyMtLTyn23A58ijeNk2FrtGWRypDwHzbVEzw8G8raVWhmHm,1,32839,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4Ki5vTL8JSrjapaRFjkqcixf5QTNyV6Gm6R1xgKoRZzvtevnx2,1,71861,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4Ki7Me2XnUNaKyb6uqC9jjDrSxrZok647S46aF6Acez2Sn9GEP,1,58997,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4Ki98EdKR2SxSmQdFm5VVELdCGKcwhdiyeSngwXMZeBtrMjqQS,1,55881,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KiHGK55sDedRX4soaRrbmpNccAb2Am6uY2cXNF9pLwnF5Y59n,1,25756,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
4KiKHZkMPzv5kzPRi7P7JtMUHej2kQpvBvBgKSXeq9ctqHSziY,1,42305,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
4KiNy5NLr2E79266Njd1dTPTTFbXrMfT6b75hFV6p2EX6KjiS5,7,24479,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
